date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side,full_date
4/02,2330,港商麥格理,1360,2206,511,1695,5.97,1,buy,2026-04-04
4/02,2330,美商高盛,1480,858,3768,-2910,10.25,1,sell,2026-04-04
4/02,2330,永豐金證券,0039004100300030,680,135,545,1.92,2,buy,2026-04-04
4/02,2330,台灣摩根士丹利,1470,289,2669,-2380,8.38,2,sell,2026-04-04
4/02,2330,土銀,1030,486,6,480,1.69,3,buy,2026-04-04
4/02,2330,美林,1440,768,2518,-1750,6.16,3,sell,2026-04-04
4/02,2330,宏遠證券,1260,356,23,333,1.17,4,buy,2026-04-04
4/02,2330,花旗環球,1590,681,1965,-1284,4.52,4,sell,2026-04-04
4/02,2330,富邦證券,9600,474,162,312,1.1,5,buy,2026-04-04
4/02,2330,永豐金-匯立,0039004100380031,171,1234,-1063,3.74,5,sell,2026-04-04
4/02,2330,國泰-敦南,8888,438,197,241,0.85,6,buy,2026-04-04
4/02,2330,法銀巴黎,8900,209,1129,-920,3.24,6,sell,2026-04-04
4/02,2330,中國信託,6160,433,204,229,0.81,7,buy,2026-04-04
4/02,2330,摩根大通,8440,1219,1997,-778,2.74,7,sell,2026-04-04
4/02,2330,華南永昌,9300,275,84,191,0.67,8,buy,2026-04-04
4/02,2330,群益金鼎,9100,85,352,-267,0.94,8,sell,2026-04-04
4/02,2330,台新-營業部,0039004200310037,272,82,190,0.67,9,buy,2026-04-04
4/02,2330,富邦-公益,0039003600310046,23,190,-167,0.59,9,sell,2026-04-04
4/02,2330,國泰證券,8880,159,7,152,0.54,10,buy,2026-04-04
4/02,2330,凱基-台北,9268,709,864,-155,0.55,10,sell,2026-04-04
4/02,2330,新光,8560,299,153,146,0.51,11,buy,2026-04-04
4/02,2330,台新-城東,0039004200320072,17,117,-100,0.35,11,sell,2026-04-04
4/02,2330,富邦-新竹,9647,183,64,119,0.42,12,buy,2026-04-04
4/02,2330,新加坡商瑞銀,1650,1785,1852,-67,0.24,12,sell,2026-04-04
4/02,2330,康和,8450,115,2,113,0.4,13,buy,2026-04-04
4/02,2330,福邦證券,6480,4,55,-51,0.18,13,sell,2026-04-04
4/02,2330,統一,5850,242,135,107,0.38,14,buy,2026-04-04
4/02,2330,群益金鼎-民權,9131,10,55,-45,0.16,14,sell,2026-04-04
4/02,2330,華南永昌-民權,9312,183,81,102,0.36,15,buy,2026-04-04
4/02,2330,兆豐-三民,0037003000300068,11,54,-43,0.15,15,sell,2026-04-04
4/02,2317,港商麥格理,1360,1921,7,1914,5.1,1,buy,2026-04-04
4/02,2317,新加坡商瑞銀,1650,928,4913,-3985,10.63,1,sell,2026-04-04
4/02,2317,大和國泰,8890,813,0,813,2.17,2,buy,2026-04-04
4/02,2317,美商高盛,1480,972,2800,-1828,4.87,2,sell,2026-04-04
4/02,2317,凱基-台北,9268,2240,1507,733,1.95,3,buy,2026-04-04
4/02,2317,美林,1440,1015,2534,-1519,4.05,3,sell,2026-04-04
4/02,2317,永豐金-匯立,0039004100380031,912,212,700,1.87,4,buy,2026-04-04
4/02,2317,摩根大通,8440,1006,2091,-1085,2.89,4,sell,2026-04-04
4/02,2317,台灣摩根士丹利,1470,2721,2034,687,1.83,5,buy,2026-04-04
4/02,2317,永豐金證券,0039004100300030,441,1153,-712,1.9,5,sell,2026-04-04
4/02,2317,國泰-敦南,8888,606,286,320,0.85,6,buy,2026-04-04
4/02,2317,永豐金-內湖,0039004100390067,13,707,-694,1.85,6,sell,2026-04-04
4/02,2317,新光,8560,516,204,312,0.83,7,buy,2026-04-04
4/02,2317,元大證券,9800,2182,2694,-512,1.37,7,sell,2026-04-04
4/02,2317,玉山證券,8840,338,36,302,0.81,8,buy,2026-04-04
4/02,2317,富邦-岡山,9616,13,304,-291,0.78,8,sell,2026-04-04
4/02,2317,第一金-忠孝,0035003300380044,119,0,119,0.32,9,buy,2026-04-04
4/02,2317,花旗環球,1590,1533,1777,-244,0.65,9,sell,2026-04-04
4/02,2317,中國信託,6160,212,96,116,0.31,10,buy,2026-04-04
4/02,2317,香港上海匯豐,8960,25,228,-203,0.54,10,sell,2026-04-04
4/02,2317,統一-新竹,5857,295,178,117,0.31,11,buy,2026-04-04
4/02,2317,玉山-信義,0038003800340043,22,203,-181,0.48,11,sell,2026-04-04
4/02,2317,凱基-新店,0039003200300056,109,8,101,0.27,12,buy,2026-04-04
4/02,2317,港商野村,1560,170,292,-122,0.33,12,sell,2026-04-04
4/02,2317,福邦證券,6480,104,5,99,0.26,13,buy,2026-04-04
4/02,2317,土銀-花蓮,1037,7,103,-96,0.26,13,sell,2026-04-04
4/02,2317,第一金,5380,77,3,74,0.2,14,buy,2026-04-04
4/02,2317,兆豐證券,7000,126,204,-78,0.21,14,sell,2026-04-04
4/02,2317,元大-草屯,0039003800390045,97,26,71,0.19,15,buy,2026-04-04
4/02,2317,統一,5850,73,151,-78,0.21,15,sell,2026-04-04
4/02,2454,摩根大通,8440,944,343,601,6.46,1,buy,2026-04-04
4/02,2454,美商高盛,1480,360,1450,-1090,11.72,1,sell,2026-04-04
4/02,2454,富邦證券,9600,544,48,496,5.33,2,buy,2026-04-04
4/02,2454,台灣摩根士丹利,1470,526,939,-413,4.44,2,sell,2026-04-04
4/02,2454,華南永昌,9300,167,9,158,1.7,3,buy,2026-04-04
4/02,2454,新加坡商瑞銀,1650,883,1253,-370,3.98,3,sell,2026-04-04
4/02,2454,美林,1440,510,391,119,1.28,4,buy,2026-04-04
4/02,2454,元大證券,9800,639,751,-112,1.2,4,sell,2026-04-04
4/02,2454,花旗環球,1590,524,421,103,1.11,5,buy,2026-04-04
4/02,2454,港商野村,1560,50,143,-93,1.0,5,sell,2026-04-04
4/02,2454,永豐金證券,0039004100300030,152,64,88,0.95,6,buy,2026-04-04
4/02,2454,群益金鼎,9100,13,98,-85,0.91,6,sell,2026-04-04
4/02,2454,凱基-中山,9229,94,16,78,0.84,7,buy,2026-04-04
4/02,2454,凱基,9200,52,118,-66,0.71,7,sell,2026-04-04
4/02,2454,國票-安和,003700370039005a,69,1,68,0.73,8,buy,2026-04-04
4/02,2454,法銀巴黎,8900,2,58,-56,0.6,8,sell,2026-04-04
4/02,2454,玉山證券,8840,71,6,65,0.7,9,buy,2026-04-04
4/02,2454,統一,5850,10,62,-52,0.56,9,sell,2026-04-04
4/02,2454,元大-館前,003900380034004b,68,6,62,0.67,10,buy,2026-04-04
4/02,2454,臺銀,1040,5,54,-49,0.53,10,sell,2026-04-04
4/02,2454,國泰證券,8880,64,21,43,0.46,11,buy,2026-04-04
4/02,2454,元大-南海,0039003800300052,3,49,-46,0.49,11,sell,2026-04-04
4/02,2454,永豐金-匯立,0039004100380031,344,313,31,0.33,12,buy,2026-04-04
4/02,2454,新光-高雄,8562,24,66,-42,0.45,12,sell,2026-04-04
4/02,2454,凱基-台北,9268,483,454,29,0.31,13,buy,2026-04-04
4/02,2454,大和國泰,8890,2,40,-38,0.41,13,sell,2026-04-04
4/02,2454,國泰-敦南,8888,85,58,27,0.29,14,buy,2026-04-04
4/02,2454,新光-桃園,8565,6,26,-20,0.22,14,sell,2026-04-04
4/02,2454,港商麥格理,1360,160,133,27,0.29,15,buy,2026-04-04
4/02,2454,永豐金-市政,0039004100390057,11,30,-19,0.2,15,sell,2026-04-04
4/02,2308,富邦證券,9600,631,129,502,5.12,1,buy,2026-04-04
4/02,2308,摩根大通,8440,296,1601,-1305,13.32,1,sell,2026-04-04
4/02,2308,凱基,9200,408,17,391,3.99,2,buy,2026-04-04
4/02,2308,美商高盛,1480,497,1573,-1076,10.98,2,sell,2026-04-04
4/02,2308,凱基-台北,9268,455,251,204,2.08,3,buy,2026-04-04
4/02,2308,元大證券,9800,757,885,-128,1.31,3,sell,2026-04-04
4/02,2308,台灣摩根士丹利,1470,606,412,194,1.98,4,buy,2026-04-04
4/02,2308,統一-南京,0035003800350055,5,119,-114,1.16,4,sell,2026-04-04
4/02,2308,土銀,1030,195,1,194,1.98,5,buy,2026-04-04
4/02,2308,美林,1440,191,297,-106,1.08,5,sell,2026-04-04
4/02,2308,國票-安和,003700370039005a,119,5,114,1.16,6,buy,2026-04-04
4/02,2308,新加坡商瑞銀,1650,596,692,-96,0.98,6,sell,2026-04-04
4/02,2308,富邦-南員林,0039003600310052,104,5,99,1.01,7,buy,2026-04-04
4/02,2308,凱基-信義,9216,1,90,-89,0.91,7,sell,2026-04-04
4/02,2308,香港上海匯豐,8960,102,4,98,1.0,8,buy,2026-04-04
4/02,2308,元富,0039004200300030,18,87,-69,0.7,8,sell,2026-04-04
4/02,2308,大和國泰,8890,99,14,85,0.87,9,buy,2026-04-04
4/02,2308,群益金鼎,9100,19,78,-59,0.6,9,sell,2026-04-04
4/02,2308,港商野村,1560,83,15,68,0.69,10,buy,2026-04-04
4/02,2308,港商麥格理,1360,163,198,-35,0.36,10,sell,2026-04-04
4/02,2308,永豐金-匯立,0039004100380031,88,23,65,0.66,11,buy,2026-04-04
4/02,2308,群益金鼎-東大,9135,5,40,-35,0.36,11,sell,2026-04-04
4/02,2308,群益金鼎-大安,0039003100380065,61,11,50,0.51,12,buy,2026-04-04
4/02,2308,凱基-站前,0039003200300046,10,32,-22,0.22,12,sell,2026-04-04
4/02,2308,新光,8560,100,51,49,0.5,13,buy,2026-04-04
4/02,2308,台中銀,6110,3,17,-14,0.14,13,sell,2026-04-04
4/02,2308,國泰-敦南,8888,155,115,40,0.41,14,buy,2026-04-04
4/02,2308,中國信託-忠孝,6162,14,25,-11,0.11,14,sell,2026-04-04
4/02,2308,兆豐證券,7000,50,13,37,0.38,15,buy,2026-04-04
4/02,2308,台新-大昌,0039004200320044,4,16,-12,0.12,15,sell,2026-04-04
4/02,2382,國泰證券,8880,2703,1,2702,24.22,1,buy,2026-04-04
4/02,2382,台灣摩根士丹利,1470,223,2846,-2623,23.51,1,sell,2026-04-04
4/02,2382,凱基-台北,9268,1559,760,799,7.16,2,buy,2026-04-04
4/02,2382,美林,1440,183,1489,-1306,11.71,2,sell,2026-04-04
4/02,2382,港商麥格理,1360,433,0,433,3.88,3,buy,2026-04-04
4/02,2382,元大證券,9800,825,1227,-402,3.6,3,sell,2026-04-04
4/02,2382,凱基-站前,0039003200300046,205,5,200,1.79,4,buy,2026-04-04
4/02,2382,新加坡商瑞銀,1650,287,666,-379,3.4,4,sell,2026-04-04
4/02,2382,摩根大通,8440,859,677,182,1.63,5,buy,2026-04-04
4/02,2382,美商高盛,1480,275,504,-229,2.05,5,sell,2026-04-04
4/02,2382,富邦證券,9600,149,5,144,1.29,6,buy,2026-04-04
4/02,2382,港商野村,1560,20,227,-207,1.86,6,sell,2026-04-04
4/02,2382,凱基-大直,9218,104,3,101,0.91,7,buy,2026-04-04
4/02,2382,花旗環球,1590,90,242,-152,1.36,7,sell,2026-04-04
4/02,2382,臺銀,1040,86,6,80,0.72,8,buy,2026-04-04
4/02,2382,法銀巴黎,8900,20,109,-89,0.8,8,sell,2026-04-04
4/02,2382,群益金鼎,9100,98,22,76,0.68,9,buy,2026-04-04
4/02,2382,元大-豐原,9838,0,87,-87,0.78,9,sell,2026-04-04
4/02,2382,凱基,9200,170,100,70,0.63,10,buy,2026-04-04
4/02,2382,國票證券,7790,2,56,-54,0.48,10,sell,2026-04-04
4/02,2382,永豐金證券,0039004100300030,143,74,69,0.62,11,buy,2026-04-04
4/02,2382,康和-台中,8455,4,34,-30,0.27,11,sell,2026-04-04
4/02,2382,凱基-高美館,9215,57,1,56,0.5,12,buy,2026-04-04
4/02,2382,統一-士林,003500380035004d,4,29,-25,0.22,12,sell,2026-04-04
4/02,2382,亞東-台南,2185,52,0,52,0.47,13,buy,2026-04-04
4/02,2382,兆豐-來福,0037003000300043,2,22,-20,0.18,13,sell,2026-04-04
4/02,2382,玉山-城中,0038003800340045,44,3,41,0.37,14,buy,2026-04-04
4/02,2382,台新-彰化,003900420032004d,0,20,-20,0.18,14,sell,2026-04-04
4/02,2382,元大-敦化,9833,42,2,40,0.36,15,buy,2026-04-04
4/02,2382,富邦-中壢,9636,5,24,-19,0.17,15,sell,2026-04-04
4/02,2891,香港上海匯豐,8960,22293,302,21991,43.46,1,buy,2026-04-04
4/02,2891,摩根大通,8440,720,5653,-4933,9.75,1,sell,2026-04-04
4/02,2891,元大證券,9800,4858,3138,1720,3.4,2,buy,2026-04-04
4/02,2891,永豐金證券,0039004100300030,194,3234,-3040,6.01,2,sell,2026-04-04
4/02,2891,國泰證券,8880,1959,241,1718,3.4,3,buy,2026-04-04
4/02,2891,台灣摩根士丹利,1470,461,3404,-2943,5.82,3,sell,2026-04-04
4/02,2891,港商麥格理,1360,568,0,568,1.12,4,buy,2026-04-04
4/02,2891,凱基-台北,9268,758,3691,-2933,5.8,4,sell,2026-04-04
4/02,2891,群益金鼎,9100,410,25,385,0.76,5,buy,2026-04-04
4/02,2891,港商野村,1560,134,1484,-1350,2.67,5,sell,2026-04-04
4/02,2891,美林,1440,3690,3366,324,0.64,6,buy,2026-04-04
4/02,2891,美商高盛,1480,7567,8508,-941,1.86,6,sell,2026-04-04
4/02,2891,花旗環球,1590,1239,920,319,0.63,7,buy,2026-04-04
4/02,2891,中國信託,6160,30,510,-480,0.95,7,sell,2026-04-04
4/02,2891,永豐金-新店,0039004100390069,110,14,96,0.19,8,buy,2026-04-04
4/02,2891,新加坡商瑞銀,1650,3176,3586,-410,0.81,8,sell,2026-04-04
4/02,2891,元大-屏東,9892,100,9,91,0.18,9,buy,2026-04-04
4/02,2891,富邦-南員林,0039003600310052,2,369,-367,0.73,9,sell,2026-04-04
4/02,2891,合庫證券,1020,120,48,72,0.14,10,buy,2026-04-04
4/02,2891,華南永昌,9300,5,368,-363,0.72,10,sell,2026-04-04
4/02,2891,福邦證券,6480,60,0,60,0.12,11,buy,2026-04-04
4/02,2891,法銀巴黎,8900,0,348,-348,0.69,11,sell,2026-04-04
4/02,2891,國票證券,7790,36,0,36,0.07,12,buy,2026-04-04
4/02,2891,新光,8560,31,291,-260,0.51,12,sell,2026-04-04
4/02,2891,富邦-永康,003900360031005a,40,8,32,0.06,13,buy,2026-04-04
4/02,2891,第一金-光復,0035003300380043,0,211,-211,0.42,13,sell,2026-04-04
4/02,2891,兆豐-永和,0037003000300058,30,0,30,0.06,14,buy,2026-04-04
4/02,2891,永豐金-新竹,0039004100390037,0,211,-211,0.42,14,sell,2026-04-04
4/02,2891,聯邦-三重,8585,25,0,25,0.05,15,buy,2026-04-04
4/02,2891,元大-大里德芳,0039003800330057,1,196,-195,0.39,15,sell,2026-04-04
4/02,2881,國泰證券,8880,1105,135,970,9.59,1,buy,2026-04-04
4/02,2881,凱基-台北,9268,319,2351,-2032,20.09,1,sell,2026-04-04
4/02,2881,美商高盛,1480,1750,932,818,8.09,2,buy,2026-04-04
4/02,2881,花旗環球,1590,113,961,-848,8.38,2,sell,2026-04-04
4/02,2881,新加坡商瑞銀,1650,907,100,807,7.98,3,buy,2026-04-04
4/02,2881,富邦-二林,0039003600320042,0,102,-102,1.01,3,sell,2026-04-04
4/02,2881,台灣摩根士丹利,1470,1715,1217,498,4.92,4,buy,2026-04-04
4/02,2881,法銀巴黎,8900,96,180,-84,0.83,4,sell,2026-04-04
4/02,2881,永豐金證券,0039004100300030,583,178,405,4.0,5,buy,2026-04-04
4/02,2881,元大-新竹,9816,10,90,-80,0.79,5,sell,2026-04-04
4/02,2881,康和,8450,220,0,220,2.18,6,buy,2026-04-04
4/02,2881,凱基-高雄,9206,1,59,-58,0.57,6,sell,2026-04-04
4/02,2881,港商麥格理,1360,158,0,158,1.56,7,buy,2026-04-04
4/02,2881,元大證券,9800,229,284,-55,0.54,7,sell,2026-04-04
4/02,2881,元大-文心興安,9854,149,15,134,1.32,8,buy,2026-04-04
4/02,2881,港商野村,1560,21,71,-50,0.49,8,sell,2026-04-04
4/02,2881,摩根大通,8440,585,478,107,1.06,9,buy,2026-04-04
4/02,2881,臺銀-高雄,0031003000340043,4,51,-47,0.46,9,sell,2026-04-04
4/02,2881,美林,1440,293,241,52,0.51,10,buy,2026-04-04
4/02,2881,富邦-高雄,9659,7,46,-39,0.39,10,sell,2026-04-04
4/02,2881,中國信託,6160,56,6,50,0.49,11,buy,2026-04-04
4/02,2881,元大-屏南,0039003800310072,1,39,-38,0.38,11,sell,2026-04-04
4/02,2881,元大-北三重,0039003800390056,49,4,45,0.44,12,buy,2026-04-04
4/02,2881,群益金鼎,9100,87,125,-38,0.38,12,sell,2026-04-04
4/02,2881,永豐金-三重,003900410039004b,44,3,41,0.41,13,buy,2026-04-04
4/02,2881,台新-信義,0039004200320048,0,37,-37,0.37,13,sell,2026-04-04
4/02,2881,國泰-台中,8882,36,2,34,0.34,14,buy,2026-04-04
4/02,2881,大展,5050,0,34,-34,0.34,14,sell,2026-04-04
4/02,2881,元大-新竹經國,9859,31,6,25,0.25,15,buy,2026-04-04
4/02,2881,元大-敦南,0039003800390050,4,36,-32,0.32,15,sell,2026-04-04
4/02,2882,國泰證券,8880,1538,42,1496,13.62,1,buy,2026-04-04
4/02,2882,元大證券,9800,285,2166,-1881,17.12,1,sell,2026-04-04
4/02,2882,台灣摩根士丹利,1470,1825,689,1136,10.34,2,buy,2026-04-04
4/02,2882,凱基-台北,9268,298,1086,-788,7.17,2,sell,2026-04-04
4/02,2882,港商麥格理,1360,851,0,851,7.75,3,buy,2026-04-04
4/02,2882,摩根大通,8440,406,830,-424,3.86,3,sell,2026-04-04
4/02,2882,新加坡商瑞銀,1650,1189,580,609,5.54,4,buy,2026-04-04
4/02,2882,美林,1440,219,577,-358,3.26,4,sell,2026-04-04
4/02,2882,群益金鼎,9100,366,34,332,3.02,5,buy,2026-04-04
4/02,2882,美商高盛,1480,794,1091,-297,2.7,5,sell,2026-04-04
4/02,2882,國泰-忠孝,8887,123,5,118,1.07,6,buy,2026-04-04
4/02,2882,法銀巴黎,8900,73,313,-240,2.18,6,sell,2026-04-04
4/02,2882,台新-台北,0039004200320030,120,10,110,1.0,7,buy,2026-04-04
4/02,2882,永豐金證券,0039004100300030,83,287,-204,1.86,7,sell,2026-04-04
4/02,2882,美好,5260,110,0,110,1.0,8,buy,2026-04-04
4/02,2882,永豐金-新莊,0039004100390048,1,200,-199,1.81,8,sell,2026-04-04
4/02,2882,富邦-南京,0039003600310043,86,11,75,0.68,9,buy,2026-04-04
4/02,2882,花旗環球,1590,231,379,-148,1.35,9,sell,2026-04-04
4/02,2882,大和國泰,8890,73,0,73,0.66,10,buy,2026-04-04
4/02,2882,元大-新竹經國,9859,0,121,-121,1.1,10,sell,2026-04-04
4/02,2882,台新-佳里,0039004200320077,60,4,56,0.51,11,buy,2026-04-04
4/02,2882,富邦-二林,0039003600320042,0,111,-111,1.01,11,sell,2026-04-04
4/02,2882,合庫證券,1020,60,5,55,0.5,12,buy,2026-04-04
4/02,2882,台新-虎尾,003900420032004e,3,100,-97,0.88,12,sell,2026-04-04
4/02,2882,富邦-台北,9623,61,7,54,0.49,13,buy,2026-04-04
4/02,2882,國泰-敦南,8888,69,136,-67,0.61,13,sell,2026-04-04
4/02,2882,國泰-桃園,8885,57,8,49,0.45,14,buy,2026-04-04
4/02,2882,元大-基隆孝二,003900380036004b,2,55,-53,0.48,14,sell,2026-04-04
4/02,2882,臺銀,1040,52,6,46,0.42,15,buy,2026-04-04
4/02,2882,玉山-左營,0038003800340044,23,73,-50,0.46,15,sell,2026-04-04
4/02,2303,港商麥格理,1360,9372,7,9365,8.28,1,buy,2026-04-04
4/02,2303,台灣摩根士丹利,1470,4960,12434,-7474,6.61,1,sell,2026-04-04
4/02,2303,新加坡商瑞銀,1650,9671,4940,4731,4.18,2,buy,2026-04-04
4/02,2303,富邦證券,9600,640,7582,-6942,6.13,2,sell,2026-04-04
4/02,2303,元大證券,9800,10866,7478,3388,2.99,3,buy,2026-04-04
4/02,2303,美商高盛,1480,1414,8195,-6781,5.99,3,sell,2026-04-04
4/02,2303,美林,1440,3234,520,2714,2.4,4,buy,2026-04-04
4/02,2303,國泰證券,8880,565,7122,-6557,5.79,4,sell,2026-04-04
4/02,2303,土銀-和平,1038,1618,0,1618,1.43,5,buy,2026-04-04
4/02,2303,統一,5850,134,5852,-5718,5.05,5,sell,2026-04-04
4/02,2303,港商野村,1560,1781,1136,645,0.57,6,buy,2026-04-04
4/02,2303,摩根大通,8440,1297,6652,-5355,4.73,6,sell,2026-04-04
4/02,2303,永豐金-萬盛,0039004100390032,583,14,569,0.5,7,buy,2026-04-04
4/02,2303,中國信託,6160,865,6080,-5215,4.61,7,sell,2026-04-04
4/02,2303,國泰-敦南,8888,1221,753,468,0.41,8,buy,2026-04-04
4/02,2303,永豐金證券,0039004100300030,2649,6389,-3740,3.31,8,sell,2026-04-04
4/02,2303,富邦-陽明,9604,493,25,468,0.41,9,buy,2026-04-04
4/02,2303,凱基-台北,9268,5183,7399,-2216,1.96,9,sell,2026-04-04
4/02,2303,國泰-板橋,003800380038004b,639,236,403,0.36,10,buy,2026-04-04
4/02,2303,凱基,9200,291,1721,-1430,1.26,10,sell,2026-04-04
4/02,2303,永豐金-敦南,0039004100380046,1323,944,379,0.33,11,buy,2026-04-04
4/02,2303,香港上海匯豐,8960,18,1060,-1042,0.92,11,sell,2026-04-04
4/02,2303,聯邦商銀,8580,292,3,289,0.26,12,buy,2026-04-04
4/02,2303,國票-敦北法人,0037003700390063,16,438,-422,0.37,12,sell,2026-04-04
4/02,2303,兆豐-來福,0037003000300043,299,38,261,0.23,13,buy,2026-04-04
4/02,2303,法銀巴黎,8900,36,437,-401,0.35,13,sell,2026-04-04
4/02,2303,新光,8560,573,314,259,0.23,14,buy,2026-04-04
4/02,2303,群益金鼎-大安,0039003100380065,32,360,-328,0.29,14,sell,2026-04-04
4/02,2303,台新-營業部,0039004200310037,428,173,255,0.23,15,buy,2026-04-04
4/02,2303,群益金鼎-台北,0039003100380058,64,389,-325,0.29,15,sell,2026-04-04
4/02,3711,美林,1440,3022,462,2560,10.46,1,buy,2026-04-04
4/02,3711,新加坡商瑞銀,1650,1010,2215,-1205,4.92,1,sell,2026-04-04
4/02,3711,康和,8450,1200,4,1196,4.89,2,buy,2026-04-04
4/02,3711,凱基,9200,269,1393,-1124,4.59,2,sell,2026-04-04
4/02,3711,玉山證券,8840,1097,16,1081,4.42,3,buy,2026-04-04
4/02,3711,凱基-台北,9268,1370,2045,-675,2.76,3,sell,2026-04-04
4/02,3711,華南永昌,9300,831,14,817,3.34,4,buy,2026-04-04
4/02,3711,富邦證券,9600,19,665,-646,2.64,4,sell,2026-04-04
4/02,3711,兆豐證券,7000,802,3,799,3.27,5,buy,2026-04-04
4/02,3711,美商高盛,1480,992,1576,-584,2.39,5,sell,2026-04-04
4/02,3711,花旗環球,1590,849,295,554,2.26,6,buy,2026-04-04
4/02,3711,摩根大通,8440,657,1134,-477,1.95,6,sell,2026-04-04
4/02,3711,港商麥格理,1360,494,60,434,1.77,7,buy,2026-04-04
4/02,3711,元大證券,9800,2204,2642,-438,1.79,7,sell,2026-04-04
4/02,3711,群益金鼎,9100,473,109,364,1.49,8,buy,2026-04-04
4/02,3711,港商野村,1560,168,587,-419,1.71,8,sell,2026-04-04
4/02,3711,彰銀,1230,265,22,243,0.99,9,buy,2026-04-04
4/02,3711,凱基-城中,9227,5,265,-260,1.06,9,sell,2026-04-04
4/02,3711,國泰證券,8880,456,221,235,0.96,10,buy,2026-04-04
4/02,3711,統一,5850,387,627,-240,0.98,10,sell,2026-04-04
4/02,3711,永豐金-匯立,0039004100380031,197,17,180,0.74,11,buy,2026-04-04
4/02,3711,國票-敦北法人,0037003700390063,10,242,-232,0.95,11,sell,2026-04-04
4/02,3711,凱基-士林,9238,167,71,96,0.39,12,buy,2026-04-04
4/02,3711,法銀巴黎,8900,18,187,-169,0.69,12,sell,2026-04-04
4/02,3711,富邦-仁愛,9676,61,19,42,0.17,13,buy,2026-04-04
4/02,3711,台中銀,6110,3,143,-140,0.57,13,sell,2026-04-04
4/02,3711,香港上海匯豐,8960,42,2,40,0.16,14,buy,2026-04-04
4/02,3711,宏遠證券,1260,1,136,-135,0.55,14,sell,2026-04-04
4/02,3711,大展,5050,46,8,38,0.16,15,buy,2026-04-04
4/02,3711,台灣摩根士丹利,1470,1729,1854,-125,0.51,15,sell,2026-04-04
4/02,2603,香港上海匯豐,8960,403,0,403,6.7,1,buy,2026-04-04
4/02,2603,凱基-台北,9268,194,775,-581,9.67,1,sell,2026-04-04
4/02,2603,港商麥格理,1360,394,0,394,6.55,2,buy,2026-04-04
4/02,2603,美商高盛,1480,126,387,-261,4.34,2,sell,2026-04-04
4/02,2603,元大證券,9800,823,608,215,3.58,3,buy,2026-04-04
4/02,2603,台灣摩根士丹利,1470,282,443,-161,2.68,3,sell,2026-04-04
4/02,2603,第一金,5380,202,1,201,3.34,4,buy,2026-04-04
4/02,2603,美林,1440,320,436,-116,1.93,4,sell,2026-04-04
4/02,2603,彰銀,1230,133,0,133,2.21,5,buy,2026-04-04
4/02,2603,港商野村,1560,101,169,-68,1.13,5,sell,2026-04-04
4/02,2603,玉山證券,8840,95,27,68,1.13,6,buy,2026-04-04
4/02,2603,元大-府城,0039003800300075,0,61,-61,1.01,6,sell,2026-04-04
4/02,2603,元大-中和,0039003800390065,61,3,58,0.96,7,buy,2026-04-04
4/02,2603,新光-新竹,8563,0,54,-54,0.9,7,sell,2026-04-04
4/02,2603,京城,8490,50,0,50,0.83,8,buy,2026-04-04
4/02,2603,法銀巴黎,8900,1,48,-47,0.78,8,sell,2026-04-04
4/02,2603,國泰-松江,8883,50,1,49,0.82,9,buy,2026-04-04
4/02,2603,台新-台南,0039004200310036,1,42,-41,0.68,9,sell,2026-04-04
4/02,2603,元大-新盛,9869,52,5,47,0.78,10,buy,2026-04-04
4/02,2603,元大-鳳山,003900380033005a,0,40,-40,0.67,10,sell,2026-04-04
4/02,2603,臺銀-臺中,0031003000340041,50,11,39,0.65,11,buy,2026-04-04
4/02,2603,聯邦-雙和,8584,1,30,-29,0.48,11,sell,2026-04-04
4/02,2603,花旗環球,1590,69,33,36,0.6,12,buy,2026-04-04
4/02,2603,新加坡商瑞銀,1650,184,211,-27,0.45,12,sell,2026-04-04
4/02,2603,富邦證券,9600,71,44,27,0.45,13,buy,2026-04-04
4/02,2603,華南永昌-虎尾,9377,1,27,-26,0.43,13,sell,2026-04-04
4/02,2603,永全證券,6450,27,0,27,0.45,14,buy,2026-04-04
4/02,2603,合庫-桃園,0031003000320045,1,24,-23,0.38,14,sell,2026-04-04
4/02,2603,中國信託,6160,54,28,26,0.43,15,buy,2026-04-04
4/02,2603,富邦-台南,9667,1,22,-21,0.35,15,sell,2026-04-04
4/02,2609,台灣摩根士丹利,1470,2821,553,2268,20.0,1,buy,2026-04-04
4/02,2609,美林,1440,0,2061,-2061,18.18,1,sell,2026-04-04
4/02,2609,摩根大通,8440,831,292,539,4.75,2,buy,2026-04-04
4/02,2609,香港上海匯豐,8960,0,560,-560,4.94,2,sell,2026-04-04
4/02,2609,美商高盛,1480,359,103,256,2.26,3,buy,2026-04-04
4/02,2609,港商野村,1560,14,554,-540,4.76,3,sell,2026-04-04
4/02,2609,國票-北高雄,003700370039004a,385,147,238,2.1,4,buy,2026-04-04
4/02,2609,元大證券,9800,270,734,-464,4.09,4,sell,2026-04-04
4/02,2609,群益金鼎-瑞豐,0039003100380075,158,2,156,1.38,5,buy,2026-04-04
4/02,2609,凱基-台北,9268,553,828,-275,2.43,5,sell,2026-04-04
4/02,2609,新加坡商瑞銀,1650,259,154,105,0.93,6,buy,2026-04-04
4/02,2609,新光-台中,8561,28,142,-114,1.01,6,sell,2026-04-04
4/02,2609,統一-中壢,5853,84,11,73,0.64,7,buy,2026-04-04
